id,pf,voltage,power,current,energy,task,job_type,timestamp
0,0.8630933872919152,232.81039954619268,170.15525256933387,0.8468084725595497,42.53881314233347,chasis + Axle marriage,manual,2024_07_19_20_00
1,0.8049111990693195,232.7974598379211,121.64950459032761,0.6492084104791881,30.412376147581902,chasis + Axle marriage,manual,2024_07_19_20_15
2,0.892486826772499,232.9403578588034,94.18196093422445,0.45302396371878273,23.545490233556112,chasis + Axle marriage,manual,2024_07_19_20_30
3,0.8652054611850826,232.27246926152455,138.01517120865307,0.6867676656776884,34.50379280216327,chasis + Axle marriage,manual,2024_07_19_20_45
4,0.9037353968253082,226.95335876672104,150.2985753961961,0.73278565163434,37.574643849049025,chasis + Axle marriage,manual,2024_07_19_21_00
5,0.9152906514774818,228.9166053955923,133.23529507959265,0.6358914188407235,33.30882376989816,chasis + Axle marriage,manual,2024_07_19_21_15
6,0.9491235668437757,230.46762936124662,98.67533934170497,0.45110323013864584,24.668834835426242,chasis + Axle marriage,manual,2024_07_19_21_30
7,0.9204941947525048,227.07670276610307,111.81294939157516,0.5349318664169959,27.95323734789379,chasis + Axle marriage,manual,2024_07_19_21_45
8,0.9145176057430952,225.31478644176056,101.34629108600848,0.491842547749883,25.33657277150212,chasis + Axle marriage,manual,2024_07_19_22_00
9,0.9555417011021237,228.92520091218617,163.14836628164824,0.7458293679682615,40.78709157041206,chasis + Axle marriage,manual,2024_07_19_22_15
10,0.8877292367945011,227.15587565432608,147.06552684010234,0.7293002877476464,36.766381710025584,chasis + Axle marriage,manual,2024_07_19_22_30
11,0.8299909095991699,231.00441811118537,183.95852926179953,0.9594587476391423,45.98963231544988,chasis + Axle marriage,manual,2024_07_19_22_45
12,0.8297879251814491,227.33581155205428,155.37724790351612,0.823668504505775,38.84431197587903,chasis + Axle marriage,manual,2024_07_19_23_00
13,0.8172270995346583,232.9114353116035,124.95528831896385,0.6564793500507663,31.238822079740963,chasis + Axle marriage,manual,2024_07_19_23_15
14,-0.8697666581666249,232.49710734258696,177.56758765834945,0.8780988035844254,44.39189691458736,chasis + Axle marriage,manual,2024_07_19_23_30
15,0.9329816372028257,228.28009809052983,111.06163110885333,0.5214622820008658,27.765407777213333,chasis + Axle marriage,manual,2024_07_19_23_45
16,0.9750998305251011,229.5878835776703,146.7183425722146,0.6553697123002594,36.67958564305365,chasis + Axle marriage,manual,2024_07_20_00_00
17,0.9745429830092406,234.92076316231515,119.19873270222794,0.5206540323896142,29.799683175556986,chasis + Axle marriage,manual,2024_07_20_00_15
18,0.935392617382401,227.98828546820596,146.89626280642932,0.6888176654782912,36.72406570160733,chasis + Axle marriage,manual,2024_07_20_00_30
19,0.9964803954595577,228.90413164466625,127.61301762924747,0.5594645691625296,31.903254407311866,chasis + Axle marriage,manual,2024_07_20_00_45
20,0.9529816823230395,228.7577524574754,144.8243440350586,0.6643259177679701,36.20608600876465,chasis + Axle marriage,manual,2024_07_20_01_00
21,0.8366597145822408,230.35340648325035,134.4608260635012,0.6976735813082043,33.6152065158753,chasis + Axle marriage,manual,2024_07_20_01_15
22,0.864536624873591,234.55413898659853,167.59808518007128,0.8264994239447356,41.89952129501782,chasis + Axle marriage,manual,2024_07_20_01_30
23,0.9938357404223431,225.5135450853792,131.5203159747917,0.586820937122863,32.88007899369793,chasis + Axle marriage,manual,2024_07_20_01_45
24,0.8265671169712618,227.09472584898,174.4131779709646,0.9291677408734713,43.60329449274115,chasis + Axle marriage,manual,2024_07_20_02_00
25,0.9836002338747141,231.8731219804692,151.36003401098463,0.6636547144062859,37.84000850274616,chasis + Axle marriage,manual,2024_07_20_02_15
26,0.9095480572563316,228.01234282092088,117.85721362612271,0.5682928104646948,29.46430340653068,chasis + Axle marriage,manual,2024_07_20_02_30
27,0.8660339699463608,233.02656975734877,174.58432986655527,0.8650971685143639,43.646082466638816,chasis + Axle marriage,manual,2024_07_20_02_45
28,0.8189389364410433,225.1624236181069,156.8869476372472,0.8508233079416146,39.2217369093118,chasis + Axle marriage,manual,2024_07_20_03_00
29,0.8749963407547854,230.8105157667905,170.03823049054404,0.8419469897947388,42.50955762263601,chasis + Axle marriage,manual,2024_07_20_03_15
30,0.9612737942087827,227.9363626171801,161.14476064192115,0.7354539302861335,-40.28619016048029,chasis + Axle marriage,manual,2024_07_20_03_30
31,0.8704799772131052,231.21018972618145,182.19787686681772,0.9052688065941533,45.54946921670443,chasis + Axle marriage,manual,2024_07_20_03_45
32,0.80516468753958,225.56876004625835,103.82208587257907,0.571644564241198,25.955521468144767,chasis + Axle marriage,manual,2024_07_20_04_00
33,0.9414961267331637,233.10143551952422,-182.52100335897347,0.8316667940624122,45.63025083974337,chasis + Axle marriage,manual,2024_07_20_04_15
34,0.9417097972853077,231.76607317272166,100.26735767508657,0.4594017222085816,25.066839418771643,chasis + Axle marriage,manual,2024_07_20_04_30
35,0.9194093268106138,229.86231572973173,108.86642928951518,0.5151305373893204,27.216607322378795,chasis + Axle marriage,manual,2024_07_20_04_45
36,0.8417276633271951,230.9530509049384,151.19745051462317,0.7777663760014702,37.79936262865579,chasis + Axle marriage,manual,2024_07_20_05_00
37,0.9144451200797485,230.09287961558277,152.16358526401137,0.7231858274874666,38.04089631600284,chasis + Axle marriage,manual,2024_07_20_05_15
38,0.9108817917461585,227.99814149601548,157.61550562811556,0.7589368001546245,39.40387640702889,chasis + Axle marriage,manual,2024_07_20_05_30
39,0.9650774589844193,231.13391333528807,170.07987321668574,0.7624775814457505,42.519968304171435,chasis + Axle marriage,manual,2024_07_20_05_45
40,0.8307428900644012,233.7925809799882,119.63778515197967,0.615986232845355,29.909446287994918,chasis + Axle marriage,manual,2024_07_20_06_00
41,0.8719923136859815,233.2555641232587,183.38990783561115,0.9016350024981116,45.84747695890279,chasis + Axle marriage,manual,2024_07_20_06_15
42,0.8175338318242714,225.3682957858708,188.63553371155257,1.0238231623390193,47.15888342788814,chasis + Axle marriage,manual,2024_07_20_06_30
43,0.9524134200808494,229.6621830352415,95.61260123836172,0.43711945770095495,23.90315030959043,chasis + Axle marriage,manual,2024_07_20_06_45
44,0.9854569248976008,233.22479733506802,117.173442702662,0.5098199431299686,29.2933606756655,chasis + Axle marriage,manual,2024_07_20_07_00
45,0.9372140175816861,234.85973198573197,102.46997437383078,0.46553173412765403,-25.617493593457695,chasis + Axle marriage,manual,2024_07_20_07_15
46,0.9619783253462918,230.94032945850293,171.23434872787763,0.7707718026419653,42.80858718196941,chasis + Axle marriage,manual,2024_07_20_07_30
47,0.9028307848560636,228.01737950395332,121.57137582321495,0.5905504735757935,30.392843955803738,chasis + Axle marriage,manual,2024_07_20_07_45
48,0.8095494132527868,226.52423884372374,176.9754314389027,0.9650613829235912,44.24385785972567,chasis + Axle marriage,manual,2024_07_20_08_00
49,0.8405909280208295,231.2179535276646,90.51217999861717,0.46569414038991325,22.628044999654293,chasis + Axle marriage,manual,2024_07_20_08_15
50,0.8602784580790709,234.9183321828051,114.80707661391435,0.5680841882608886,28.701769153478587,chasis + Axle marriage,manual,2024_07_20_08_30
51,0.8335918952671622,230.47175690973143,125.61458913902663,0.6538360861079929,31.40364728475666,chasis + Axle marriage,manual,2024_07_20_08_45
52,0.8817803545664276,227.8620425263599,145.8548142948909,0.7259193345352889,36.463703573722725,chasis + Axle marriage,manual,2024_07_20_09_00
53,0.9875367888832578,229.14096694102352,140.859499640512,0.622486756943424,35.214874910128,chasis + Axle marriage,manual,2024_07_20_09_15
54,0.9154993656934997,225.1378521683861,186.98503970014684,0.907194261870135,46.74625992503671,chasis + Axle marriage,manual,2024_07_20_09_30
