Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station03,1,2024-08-20 00:00:00,232.0,0.03,0.17,0.002,49.77,0.04
Station03,2,2024-08-20 00:01:00,223.05,0.05,0.07,0.002,49.97,0.03
Station03,3,2024-08-20 00:02:00,228.74,0.05,0.25,0.001,50.47,0.07
Station03,4,2024-08-20 00:03:00,235.53,0.03,0.26,0.002,49.77,0.07
Station03,5,2024-08-20 00:04:00,238.08,0.05,0.17,0.002,49.57,0.07
Station03,6,2024-08-20 00:05:00,229.33,0.04,0.14,0.002,49.62,0.02
Station03,7,2024-08-20 00:06:00,223.72,0.03,0.21,0.003,49.54,0.01
Station03,8,2024-08-20 00:07:00,228.38,0.03,0.27,0.002,50.33,0.02
Station03,9,2024-08-20 00:08:00,236.53,0.04,0.49,0.002,49.94,0.06
Station03,10,2024-08-20 00:09:00,230.71,0.02,0.13,0.003,50.31,0.1
Station03,11,2024-08-20 00:10:00,229.55,0.04,0.11,0.003,50.2,0.02
Station03,12,2024-08-20 00:11:00,223.81,0.03,0.21,0.002,50.12,0.02
Station03,13,2024-08-20 00:12:00,225.27,0.03,0.39,0.003,50.0,0.02
Station03,14,2024-08-20 00:13:00,238.04,0.05,0.09,0.001,50.27,0.04
Station03,15,2024-08-20 00:14:00,221.49,0.03,0.1,0.002,49.51,0.0
Station03,16,2024-08-20 00:15:00,239.62,0.02,0.01,0.001,50.46,0.01
Station03,17,2024-08-20 00:16:00,221.93,0.05,0.07,0.001,50.07,0.06
Station03,18,2024-08-20 00:17:00,238.46,0.03,0.36,0.002,49.87,0.03
Station03,19,2024-08-20 00:18:00,226.71,0.02,0.22,0.001,50.27,0.01
Station03,20,2024-08-20 00:19:00,225.82,0.04,0.44,0.003,49.82,0.05
Station03,21,2024-08-20 00:20:00,237.88,0.02,0.38,0.002,50.3,0.04
Station03,22,2024-08-20 00:21:00,223.24,0.03,0.19,0.003,49.93,0.07
Station03,23,2024-08-20 00:22:00,228.42,0.04,0.2,0.003,49.9,0.07
Station03,24,2024-08-20 00:23:00,221.97,0.04,0.24,0.002,50.2,0.05
Station03,25,2024-08-20 00:24:00,221.45,0.02,0.09,0.003,49.98,0.07
Station03,26,2024-08-20 00:25:00,239.41,0.05,0.15,0.001,50.01,0.1
