Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station04,1,2024-08-15 00:00:00,228.97,0.03,0.32,0.002,50.31,0.06
Station04,2,2024-08-15 00:01:00,239.4,0.04,0.14,0.002,49.97,0.07
Station04,3,2024-08-15 00:02:00,236.35,0.05,0.21,0.002,50.42,0.03
Station04,4,2024-08-15 00:03:00,233.28,0.04,0.18,0.002,50.29,0.01
Station04,5,2024-08-15 00:04:00,230.63,0.03,0.44,0.001,50.01,0.09
Station04,6,2024-08-15 00:05:00,235.68,0.04,0.31,0.001,50.44,0.04
Station04,7,2024-08-15 00:06:00,233.76,0.03,0.48,0.002,50.39,0.05
Station04,8,2024-08-15 00:07:00,226.19,0.03,0.04,0.002,50.3,0.07
Station04,9,2024-08-15 00:08:00,221.8,0.05,0.44,0.002,49.54,0.08
Station04,10,2024-08-15 00:09:00,239.11,0.05,0.17,0.003,49.63,0.05
Station04,11,2024-08-15 00:10:00,221.39,0.04,0.06,0.002,49.65,0.01
Station04,12,2024-08-15 00:11:00,228.4,0.03,0.11,0.002,50.09,0.04
Station04,13,2024-08-15 00:12:00,236.22,0.04,0.42,0.003,49.82,0.05
Station04,14,2024-08-15 00:13:00,225.13,0.02,0.19,0.002,50.07,0.08
Station04,15,2024-08-15 00:14:00,237.37,0.04,0.02,0.003,49.52,0.0
Station04,16,2024-08-15 00:15:00,227.36,0.03,0.33,0.002,49.96,0.04
Station04,17,2024-08-15 00:16:00,238.4,0.02,0.49,0.001,50.04,0.02
Station04,18,2024-08-15 00:17:00,229.13,0.03,0.5,0.002,50.39,0.06
Station04,19,2024-08-15 00:18:00,237.48,0.03,0.28,0.002,49.75,0.04
Station04,20,2024-08-15 00:19:00,230.94,0.02,0.22,0.002,50.29,0.02
Station04,21,2024-08-15 00:20:00,229.31,0.03,0.5,0.001,49.57,0.04
Station04,22,2024-08-15 00:21:00,220.59,0.05,0.36,0.002,49.69,0.07
Station04,23,2024-08-15 00:22:00,237.76,0.02,0.25,0.001,50.02,0.08
Station04,24,2024-08-15 00:23:00,224.45,0.03,0.0,0.001,50.41,0.04
Station04,25,2024-08-15 00:24:00,233.17,0.03,0.3,0.001,50.02,0.04
Station04,26,2024-08-15 00:25:00,226.94,0.03,0.17,0.002,49.97,0.03
Station04,27,2024-08-15 00:26:00,236.85,0.03,0.36,0.001,50.46,0.02
Station04,28,2024-08-15 00:27:00,235.15,0.04,0.09,0.003,49.66,0.1
Station04,29,2024-08-15 00:28:00,232.66,0.05,0.26,0.003,49.7,0.01
Station04,30,2024-08-15 00:29:00,220.65,0.05,0.1,0.003,50.11,0.07
Station04,31,2024-08-15 00:30:00,238.38,0.03,0.06,0.001,50.29,0.04
Station04,32,2024-08-15 00:31:00,228.14,0.05,0.34,0.001,50.24,0.04
Station04,33,2024-08-15 00:32:00,230.78,0.02,0.17,0.001,50.04,0.08
Station04,34,2024-08-15 00:33:00,238.23,0.03,0.22,0.002,49.74,0.09
Station04,35,2024-08-15 00:34:00,227.59,0.03,0.46,0.002,50.05,0.03
Station04,36,2024-08-15 00:35:00,230.2,0.04,0.14,0.001,50.28,0.07
Station04,37,2024-08-15 00:36:00,220.13,0.02,0.08,0.002,49.68,0.03
Station04,38,2024-08-15 00:37:00,232.28,0.02,0.32,0.002,49.5,0.09
Station04,39,2024-08-15 00:38:00,231.32,0.03,0.1,0.002,49.9,0.01
Station04,40,2024-08-15 00:39:00,225.96,0.03,0.03,0.003,50.07,0.09
Station04,41,2024-08-15 00:40:00,235.67,0.03,0.22,0.003,49.59,0.03
Station04,42,2024-08-15 00:41:00,235.77,0.03,0.38,0.001,50.13,0.02
Station04,43,2024-08-15 00:42:00,225.87,0.04,0.03,0.003,49.67,0.06
Station04,44,2024-08-15 00:43:00,236.77,0.04,0.17,0.001,50.29,0.04
Station04,45,2024-08-15 00:44:00,223.97,0.02,0.12,0.002,49.53,0.06
Station04,46,2024-08-15 00:45:00,233.7,0.03,0.43,0.002,50.28,0.07
Station04,47,2024-08-15 00:46:00,232.43,0.04,0.4,0.003,49.54,0.1
Station04,48,2024-08-15 00:47:00,223.68,0.04,0.49,0.001,49.9,0.03
Station04,49,2024-08-15 00:48:00,222.19,0.05,0.18,0.003,49.96,0.06
Station04,50,2024-08-15 00:49:00,233.71,0.04,0.0,0.002,50.03,0.07
Station04,51,2024-08-15 00:50:00,236.78,0.05,0.12,0.002,49.71,0.06
Station04,52,2024-08-15 00:51:00,239.64,0.04,0.33,0.001,49.9,0.02
Station04,53,2024-08-15 00:52:00,227.58,0.04,0.07,0.002,49.97,0.05
Station04,54,2024-08-15 00:53:00,232.78,0.05,0.2,0.002,49.72,0.03
Station04,55,2024-08-15 00:54:00,222.26,0.04,0.11,0.002,49.57,0.03
Station04,56,2024-08-15 00:55:00,230.83,0.04,0.49,0.002,50.35,0.06
Station04,57,2024-08-15 00:56:00,224.23,0.03,0.28,0.002,49.73,0.05
Station04,58,2024-08-15 00:57:00,236.94,0.03,0.3,0.001,49.97,0.01
Station04,59,2024-08-15 00:58:00,228.0,0.02,0.08,0.002,49.65,0.06
Station04,60,2024-08-15 00:59:00,234.91,0.04,0.3,0.001,50.39,0.06
