Process_ID,ID,Timestamp,Voltage,Current,Power,Energy,Frequency,PF
Station03,1,2024-08-19 00:00:00,236.65,0.04,0.1,0.003,50.3,0.07
Station03,2,2024-08-19 00:01:00,225.38,0.04,0.2,0.003,49.51,0.0
Station03,3,2024-08-19 00:02:00,222.43,0.04,0.43,0.002,49.92,0.0
Station03,4,2024-08-19 00:03:00,231.24,0.02,0.46,0.002,49.56,0.0
Station03,5,2024-08-19 00:04:00,239.23,0.02,0.16,0.003,49.53,0.1
Station03,6,2024-08-19 00:05:00,233.4,0.05,0.38,0.002,50.07,0.01
Station03,7,2024-08-19 00:06:00,222.35,0.04,0.13,0.002,49.81,0.05
Station03,8,2024-08-19 00:07:00,237.13,0.03,0.28,0.003,50.3,0.06
Station03,9,2024-08-19 00:08:00,225.88,0.04,0.45,0.003,49.69,0.09
Station03,10,2024-08-19 00:09:00,221.43,0.03,0.02,0.002,50.01,0.09
Station03,11,2024-08-19 00:10:00,223.15,0.03,0.44,0.002,50.13,0.01
Station03,12,2024-08-19 00:11:00,220.75,0.03,0.46,0.002,49.54,0.07
Station03,13,2024-08-19 00:12:00,223.52,0.04,0.44,0.002,50.26,0.03
Station03,14,2024-08-19 00:13:00,232.34,0.04,0.44,0.003,50.33,0.03
Station03,15,2024-08-19 00:14:00,231.97,0.04,0.24,0.003,49.71,0.06
Station03,16,2024-08-19 00:15:00,222.0,0.03,0.44,0.003,49.93,0.08
Station03,17,2024-08-19 00:16:00,239.64,0.03,0.19,0.002,49.64,0.08
Station03,18,2024-08-19 00:17:00,227.98,0.03,0.45,0.003,50.12,0.04
Station03,19,2024-08-19 00:18:00,227.93,0.03,0.28,0.002,49.51,0.02
Station03,20,2024-08-19 00:19:00,227.16,0.03,0.47,0.001,50.2,0.01
Station03,21,2024-08-19 00:20:00,233.0,0.02,0.13,0.003,50.36,0.05
Station03,22,2024-08-19 00:21:00,237.19,0.03,0.05,0.001,50.48,0.1
Station03,23,2024-08-19 00:22:00,224.5,0.04,0.05,0.002,50.11,0.09
Station03,24,2024-08-19 00:23:00,236.69,0.03,0.21,0.002,50.26,0.0
Station03,25,2024-08-19 00:24:00,230.98,0.03,0.35,0.002,49.65,0.03
Station03,26,2024-08-19 00:25:00,237.41,0.02,0.42,0.003,50.5,0.08
Station03,27,2024-08-19 00:26:00,230.79,0.02,0.28,0.002,49.98,0.02
Station03,28,2024-08-19 00:27:00,238.42,0.03,0.38,0.003,49.85,0.01
Station03,29,2024-08-19 00:28:00,225.91,0.03,0.38,0.003,49.64,0.01
Station03,30,2024-08-19 00:29:00,232.37,0.02,0.4,0.002,50.07,0.02
Station03,31,2024-08-19 00:30:00,232.93,0.04,0.13,0.003,49.88,0.06
Station03,32,2024-08-19 00:31:00,234.18,0.02,0.31,0.002,50.19,0.04
Station03,33,2024-08-19 00:32:00,233.76,0.03,0.31,0.001,49.72,0.08
Station03,34,2024-08-19 00:33:00,224.97,0.04,0.13,0.001,49.67,0.01
Station03,35,2024-08-19 00:34:00,230.28,0.02,0.35,0.003,49.54,0.08
Station03,36,2024-08-19 00:35:00,224.03,0.02,0.07,0.002,49.53,0.03
Station03,37,2024-08-19 00:36:00,237.93,0.03,0.42,0.002,49.81,0.01
Station03,38,2024-08-19 00:37:00,225.1,0.05,0.36,0.002,49.88,0.06
Station03,39,2024-08-19 00:38:00,221.96,0.05,0.37,0.002,49.5,0.05
Station03,40,2024-08-19 00:39:00,223.94,0.05,0.0,0.002,49.82,0.06
Station03,41,2024-08-19 00:40:00,227.69,0.03,0.29,0.001,49.93,0.05
Station03,42,2024-08-19 00:41:00,237.24,0.03,0.28,0.002,50.12,0.09
Station03,43,2024-08-19 00:42:00,237.39,0.04,0.15,0.001,50.31,0.08
Station03,44,2024-08-19 00:43:00,234.63,0.05,0.4,0.003,50.11,0.04
Station03,45,2024-08-19 00:44:00,225.4,0.03,0.31,0.001,50.2,0.06
Station03,46,2024-08-19 00:45:00,233.91,0.03,0.06,0.002,49.99,0.07
Station03,47,2024-08-19 00:46:00,239.46,0.03,0.26,0.003,50.21,0.06
Station03,48,2024-08-19 00:47:00,230.65,0.03,0.42,0.001,50.3,0.05
Station03,49,2024-08-19 00:48:00,238.9,0.05,0.35,0.002,50.19,0.03
Station03,50,2024-08-19 00:49:00,224.93,0.03,0.0,0.002,50.26,0.07
Station03,51,2024-08-19 00:50:00,233.87,0.05,0.08,0.002,50.02,0.02
Station03,52,2024-08-19 00:51:00,223.16,0.03,0.26,0.001,50.29,0.06
Station03,53,2024-08-19 00:52:00,230.96,0.04,0.24,0.001,49.92,0.05
Station03,54,2024-08-19 00:53:00,235.76,0.04,0.38,0.003,50.35,0.09
Station03,55,2024-08-19 00:54:00,226.26,0.03,0.31,0.002,49.9,0.1
Station03,56,2024-08-19 00:55:00,226.81,0.04,0.16,0.002,50.24,0.08
Station03,57,2024-08-19 00:56:00,222.82,0.05,0.44,0.002,49.9,0.1
Station03,58,2024-08-19 00:57:00,224.76,0.03,0.42,0.002,50.27,0.03
Station03,59,2024-08-19 00:58:00,230.46,0.03,0.11,0.003,50.3,0.03
Station03,60,2024-08-19 00:59:00,228.81,0.05,0.27,0.002,49.83,0.05
Station03,61,2024-08-19 01:00:00,228.96,0.04,0.26,0.001,50.47,0.07
Station03,62,2024-08-19 01:01:00,228.47,0.03,0.26,0.001,50.11,0.06
Station03,63,2024-08-19 01:02:00,222.59,0.03,0.22,0.002,49.58,0.04
Station03,64,2024-08-19 01:03:00,237.86,0.03,0.09,0.002,50.25,0.04
Station03,65,2024-08-19 01:04:00,238.09,0.03,0.17,0.002,49.65,0.01
Station03,66,2024-08-19 01:05:00,227.08,0.02,0.01,0.002,50.04,0.0
Station03,67,2024-08-19 01:06:00,228.24,0.04,0.39,0.003,50.47,0.01
Station03,68,2024-08-19 01:07:00,233.62,0.04,0.47,0.002,50.33,0.09
Station03,69,2024-08-19 01:08:00,236.79,0.03,0.44,0.003,49.66,0.09
Station03,70,2024-08-19 01:09:00,224.62,0.04,0.48,0.002,50.44,0.07
Station03,71,2024-08-19 01:10:00,238.85,0.05,0.16,0.001,49.9,0.09
Station03,72,2024-08-19 01:11:00,237.91,0.03,0.05,0.001,50.19,0.05
Station03,73,2024-08-19 01:12:00,233.63,0.04,0.29,0.002,50.37,0.05
Station03,74,2024-08-19 01:13:00,232.95,0.04,0.41,0.002,49.75,0.04
Station03,75,2024-08-19 01:14:00,220.05,0.05,0.17,0.002,50.22,0.07
Station03,76,2024-08-19 01:15:00,233.31,0.04,0.44,0.003,49.85,0.06
Station03,77,2024-08-19 01:16:00,231.11,0.03,0.48,0.002,50.48,0.01
Station03,78,2024-08-19 01:17:00,225.31,0.02,0.17,0.002,49.55,0.01
Station03,79,2024-08-19 01:18:00,226.69,0.03,0.06,0.001,49.69,0.08
Station03,80,2024-08-19 01:19:00,227.47,0.04,0.1,0.001,50.15,0.05
Station03,81,2024-08-19 01:20:00,226.87,0.03,0.41,0.003,50.19,0.06
Station03,82,2024-08-19 01:21:00,230.9,0.05,0.15,0.003,49.81,0.05
Station03,83,2024-08-19 01:22:00,237.19,0.04,0.07,0.001,49.82,0.08
Station03,84,2024-08-19 01:23:00,231.83,0.03,0.47,0.002,49.74,0.02
Station03,85,2024-08-19 01:24:00,220.89,0.04,0.33,0.002,49.68,0.04
Station03,86,2024-08-19 01:25:00,237.64,0.04,0.2,0.002,49.77,0.09
Station03,87,2024-08-19 01:26:00,226.74,0.03,0.4,0.002,49.53,0.05
Station03,88,2024-08-19 01:27:00,233.82,0.04,0.5,0.003,49.81,0.1
Station03,89,2024-08-19 01:28:00,226.15,0.02,0.02,0.001,49.87,0.01
Station03,90,2024-08-19 01:29:00,224.93,0.02,0.31,0.002,50.07,0.06
Station03,91,2024-08-19 01:30:00,220.34,0.05,0.36,0.002,49.65,0.04
Station03,92,2024-08-19 01:31:00,220.73,0.03,0.12,0.003,50.15,0.0
Station03,93,2024-08-19 01:32:00,232.04,0.04,0.09,0.001,50.01,0.07
Station03,94,2024-08-19 01:33:00,234.46,0.04,0.32,0.003,50.08,0.02
Station03,95,2024-08-19 01:34:00,222.55,0.04,0.41,0.002,50.28,0.08
Station03,96,2024-08-19 01:35:00,231.61,0.05,0.27,0.002,50.3,0.02
Station03,97,2024-08-19 01:36:00,229.86,0.02,0.19,0.002,50.12,0.09
Station03,98,2024-08-19 01:37:00,235.33,0.03,0.4,0.002,49.53,0.04
Station03,99,2024-08-19 01:38:00,229.08,0.03,0.07,0.001,49.55,0.08
Station03,100,2024-08-19 01:39:00,234.5,0.02,0.36,0.002,49.65,0.05
Station03,101,2024-08-19 01:40:00,233.09,0.05,0.33,0.002,50.43,0.04
Station03,102,2024-08-19 01:41:00,224.77,0.03,0.28,0.001,50.38,0.07
